date,index,band_lower,band_upper,capital_flow,revenue_reality,model_economics,narrative,macro_liquidity,dispersion,crowding,volatility,pricing_pressure,expectation_load
1984-02-24,61.41746787750441,30.2912800539834,92.54365570102541,,39.407929395006555,83.42700636000225,,,,33.13142532999736,86.5998750504988,,
1984-03-02,84.43753366649301,74.6902093996296,94.18485793335643,,77.5451345789697,91.32993275401631,,,,34.656519023436246,79.18528220056432,,
1984-03-09,77.73541967713788,68.56028090970494,86.91055844457082,,84.22322251791729,71.24761683635847,,,,50.0,59.19874071780422,,
1984-03-16,68.78682032547127,47.213982170166375,90.35965848077616,,84.04112047452725,53.53252017641529,,,,50.0,59.63788893988868,,
1984-03-23,59.127137402346,26.38334607611155,91.87092872858045,,82.28049429088364,35.973780513808364,,,,50.0,60.30751518075027,,
1984-03-30,69.18911642948719,44.129796331990065,94.2484365269843,,51.46950125662264,86.90873160235174,,,,50.0,16.827001171607144,,
1984-04-06,70.83215962732478,52.56861781400204,89.09570144064753,,57.91788536264022,83.74643389200936,,,,50.0,20.57891341275383,,
1984-04-13,62.5378974563206,43.755922201322065,81.31987271131914,,49.2570353894332,75.818759523208,,,,25.38778174568356,32.43621366895925,,
1984-04-20,60.09204423019186,52.51362438343602,67.67046407694771,,65.45079629451163,54.733292165872086,,,,50.0,32.24121665187812,,
1984-04-27,49.67514387587795,23.593322819676263,75.75696493207964,,68.11777641041225,31.232511341343656,,,,50.0,27.275164127689642,,
1984-05-04,51.20105611385216,21.526616627396837,80.87549560030749,,72.18405350263457,30.218058725069746,,,,50.0,26.385786394862492,,
1984-05-11,52.45806445915835,19.880708633286872,85.03542028502983,,75.49373367675915,29.42239524155755,,,,50.0,18.661366818576603,,
1984-05-18,53.08429028447853,34.910832732074184,71.25774783688287,,40.23371521156754,65.93486535738951,,,,50.0,9.05746965710467,,
1984-05-25,43.37929142605277,17.369344310304328,69.3892385418012,,24.987481442203563,61.77110140990197,,,,32.9434836333118,7.768958296849184,,
1984-06-01,41.2269196134686,20.116145974327008,62.337693252610194,,26.29934841713737,56.15449080979983,,,,50.0,11.485834840307236,,
1984-06-08,36.152365682914066,32.31054045045606,39.99419091537207,,33.43578500890943,38.86894635691871,,,,32.70862624266579,6.866217741690919,,
1984-06-15,37.569430321006706,36.81712560818812,38.32173503382529,,38.10139008495933,37.03747055705409,,,,50.0,24.304912013718894,,
1984-06-22,71.90391158256033,60.18113651567003,83.62668664945062,,63.614657838437616,80.19316532668303,,,,50.0,36.30547207684284,,
1984-06-29,76.25507508949333,57.95315026757749,94.55699991140918,,63.31365993915025,89.19649023983642,,,,50.0,42.39581517916892,,
1984-07-06,63.75071081947033,33.7924379784388,93.70898366050186,,42.56701294094016,84.9344086980005,,,,50.0,38.04978389337634,,
1984-07-13,44.3327995198118,21.923553410072266,66.74204562955134,,60.17852940528689,28.48706963433672,,,,50.0,39.865906587756974,,
1984-07-20,37.373012977777684,24.75233647882491,49.99368947673046,,28.44884704220648,46.29717891334889,,,,50.0,27.938726693079442,,
1984-07-27,53.18462483373373,48.80937533757032,57.559874329897134,,56.2783934218539,50.09085624561356,,,,50.0,52.70223224080013,,
1984-08-03,82.18010872895596,76.75167494961565,87.60854250829627,,78.3416263923623,86.01859106554961,,,,50.0,83.1338320314385,,
1984-08-10,88.54250789791121,78.66098603147398,98.42402976434843,,81.5552167777103,95.52979901811212,,,,50.0,82.81837554482452,,
1984-08-17,88.05873922922825,78.16830901413178,97.94916944432472,,81.06514895528122,95.05232950317529,,,,50.0,80.62880501162046,,
1984-08-24,82.75658893868498,80.02660826838911,85.48656960898086,,80.82620109421057,84.6869767831594,,,,50.0,75.79685967496135,,
1984-08-31,72.86257184486402,71.80615088821204,73.918992801516,,73.60957426710021,72.11556942262783,,,,50.0,67.2318447755826,,
1984-09-07,71.37999354109547,41.144116711829085,100.0,,50.0,92.75998708219095,,,,50.0,41.58228900906579,,
1984-09-14,63.11155681819306,20.644326785386745,100.0,,33.082690483786706,93.14042315259941,,,,50.0,14.972763866762644,,
1984-09-21,59.083352604640226,11.211226071702164,100.0,,25.232647303379274,92.93405790590117,,,,50.0,19.87646644640155,,
1984-09-28,53.30990222218477,13.445546401986626,93.17425804238292,,25.121545894089248,81.49825855028028,,,,50.0,15.807450171323392,,
1984-10-05,32.56576398688895,22.45814527751914,42.67338269625877,,25.41859825584554,39.71292971793237,,,,50.0,27.935458437287664,,
1984-10-12,47.94842982922156,31.006084287335867,64.89077537110725,,35.968382407348514,59.928477251094606,,,,50.0,45.31270135191943,,
1984-10-19,64.61007683469192,55.860033902007395,73.36011976737646,,58.42286214131727,70.79729152806658,,,,50.0,47.58539764157037,,
1984-10-26,64.2516174294054,51.8450724105371,76.6581624482737,,55.47886531546744,73.02436954334335,,,,50.0,71.9030572969009,,
1984-11-02,58.58209851719762,46.44517840055472,70.71901863384053,,50.0,67.16419703439524,,,,50.0,70.93242991092964,,
1984-11-09,53.28805642031497,51.68539363157898,54.890719209050964,,52.15480269444441,54.42131014618553,,,,50.0,52.873823716537196,,
1984-11-16,41.7617173571529,26.99671868792388,56.52671602638191,,31.32128667393071,52.202148040375086,,,,50.0,36.84088795974478,,
1984-11-23,49.23935350420049,27.183307754147158,71.29539925425382,,33.643373988177046,64.83533302022393,,,,50.0,32.53503489881369,,
1984-11-30,63.88096749480559,32.857796876565814,94.90413811304536,,41.944273176740985,85.81766181287018,,,,50.0,15.563303227916188,,
1984-12-07,68.68192222921036,46.331497301963424,91.03234715645729,,52.877785200753195,84.4860592576675,,,,50.0,9.456440897486122,,
1984-12-14,62.66201094215618,51.45005094265323,73.87397094165914,,54.73395799611532,70.59006388819704,,,,50.0,19.147509711001952,,
1984-12-21,73.84514876552925,68.33260366748807,79.35769386357042,,77.74310678595081,69.94719074510766,,,,50.0,47.984957818405576,,
1984-12-28,78.6823606901128,77.28647018627076,80.07825119395484,,77.69531704905219,79.66940433117341,,,,50.0,42.63651987345391,,
1985-01-04,69.34063709334895,54.44187776047578,84.23939642622211,,58.805623337807965,79.87565084888992,,,,50.0,42.17143978912375,,
1985-01-11,71.93975301651474,64.01876060152945,79.86074543150004,,77.54074046687805,66.33876556615144,,,,50.0,63.4938060184243,,
1985-01-18,52.70006877015393,30.683220606437185,74.71691693387068,,68.26833140707264,37.13180613323524,,,,50.0,41.81453803051726,,
1985-01-25,52.395443137505765,36.0384365176087,68.75244975740283,,63.96159343834823,40.829292836663306,,,,50.0,42.88882525374502,,
1985-02-01,55.6581191653254,35.5063880909667,75.8098502396841,,69.90754486065211,41.408693469998695,,,,25.84399929636093,44.76099225032705,,
1985-02-08,57.387316266075345,56.246222155236815,58.528410376913875,,58.194191649821306,56.580440882329384,,,,16.96908160640939,15.961810155924578,,
1985-02-15,50.292026453323444,22.631440144304353,77.95261276234254,,30.73303830262027,69.85101460402662,,,,6.763931588682756,17.147177524691415,,
1985-02-22,47.39410832193509,14.628019969292353,80.16019667457783,,24.224985054823858,70.56323158904632,,,,37.12448743835514,14.671130883032951,,
1985-03-01,41.63013156256721,17.06719323195904,66.19306989317538,,24.261511303127197,58.99875182200722,,,,25.736099065790647,20.044402488129407,,
1985-03-08,26.082328443475213,23.596475381568837,28.568181505381588,,24.324564886367874,27.840092000582555,,,,16.827939300339274,19.786536771513212,,
1985-03-15,24.569330959253318,21.115738413092675,28.02292350541396,,27.011389668098822,22.127272250407813,,,,4.247027337401954,23.16242038998767,,
1985-03-22,41.1232504336551,32.40261686224461,49.8438840050656,,47.28966956824252,34.95683129906768,,,,2.3607800600215585,34.95498177303187,,
1985-03-29,46.76061225361708,28.46906175469279,65.05216275254138,,59.69469164982263,33.82653285741154,,,,9.806581211386861,27.591524880386288,,
1985-04-05,46.63727134952984,25.259044826704,68.01549787235568,,61.753960293562095,31.520582405497578,,,,9.930149349383317,30.96464653609969,,
1985-04-12,43.68086637781529,18.00090333110555,69.36082942452504,,61.839342388763704,25.522390366866883,,,,5.30498164943575,29.196987518781004,,
1985-04-19,40.633082056350105,32.30449060763239,48.96167350506782,,46.52228554747069,34.743878565229515,,,,16.781584993290526,15.251771678599418,,
1985-04-26,40.53700462672754,37.83901177599806,43.234997477457014,,42.444773667071175,38.6292355863839,,,,24.344330011478892,20.818298381057684,,
1985-05-03,39.58275800929107,37.64324890658528,41.52226711199686,,40.95419804798737,38.21131797059476,,,,31.880768763851,34.489092656928776,,
1985-05-10,53.11396501366625,50.66671273382402,55.561217293508484,,51.38349633131557,54.844433696016935,,,,50.0,52.16936078080029,,
1985-05-17,68.39945829774908,60.05669022702027,76.74222636847789,,62.50023042107012,74.29868617442803,,,,50.0,56.64427188491241,,
1985-05-24,59.84257286375758,59.76166943701501,59.923476290500155,,59.785365502086684,59.899780225428486,,,,50.0,53.89612985780112,,
1985-05-31,55.955720580622994,30.826662886835592,81.0847782744104,,73.72464768072805,38.18679348051794,,,,50.0,46.45640177621615,,
1985-06-07,38.933231136139085,22.18629871504791,55.68016355723026,,50.7751006151655,27.091361657112667,,,,50.0,45.63843437641129,,
1985-06-14,34.94824688274623,23.217257172955996,46.67923659253647,,43.243309256568516,26.653184508923943,,,,50.0,47.5568405931724,,
1985-06-21,28.8284159551373,19.74979109162404,37.90704081865056,,35.24797315997632,22.40885875029828,,,,50.0,55.18829400448776,,
1985-06-28,46.23251916131375,34.91014332697059,57.554894995656916,,54.2386478929205,38.22639042970701,,,,50.0,62.11045709853027,,
1985-07-05,55.13618540097268,41.43370249188605,68.8386683100593,,64.82530398508061,45.447066816864755,,,,50.0,59.617425437855445,,
1985-07-12,53.088784953108586,36.63370168605553,69.54386822016164,,64.7242859162311,41.45328398998608,,,,50.0,62.53940042747064,,
1985-07-19,52.58462969696123,13.803774907382994,91.36548448653946,,80.0068350988828,25.162424295039663,,,,50.0,60.71990981043657,,
1985-07-26,50.56186506886789,11.185525072294155,89.93820506544162,,78.40514209875225,22.71858803898353,,,,50.0,57.900569238411094,,
1985-08-02,50.10636750526176,19.221188309037537,80.99154670148599,,71.94548715307359,28.267247857449927,,,,50.0,47.58862490755387,,
1985-08-09,49.23461074320043,36.72023919731237,61.74898228908849,,58.08360772558585,40.385613760815005,,,,50.0,39.82196972818539,,
1985-08-16,37.26515284620496,12.617594882022551,61.912710810387374,,19.836697470043084,54.69360822236684,,,,50.0,26.93177353237124,,
1985-08-23,44.487156977203384,15.33330378958447,73.64101016482229,,23.872269690521,65.10204426388576,,,,50.0,21.57736772280136,,
1985-08-30,37.74711391716082,15.313785673416525,60.18044216090511,,21.88435539142553,53.60987244289611,,,,50.0,24.89621864860714,,
1985-09-06,30.505172731384242,19.719549004363955,41.29079645840453,,22.878585054681675,38.13176040808681,,,,50.0,27.879404195118017,,
1985-09-13,32.7395641212688,28.339198019851224,37.139930222686374,,35.85109283128458,29.628035411253023,,,,50.0,33.54670141772217,,
1985-09-20,39.578328239265076,32.05459939417716,47.10205708435299,,44.89840792543557,34.25824855309458,,,,50.0,41.267097122205236,,
1985-09-27,44.335991135063395,28.97245627923942,59.699525990887366,,55.19965081461241,33.47233145551437,,,,50.0,36.7260820262677,,
1985-10-04,45.37140892270516,27.558693077032558,63.18412476837776,,57.96690108852932,32.775916756880996,,,,50.0,49.5361667224128,,
1985-10-11,42.563993913871414,24.495067670471087,60.63292015727174,,55.340654189339354,29.787333638403474,,,,50.0,42.488849347968305,,
1985-10-18,36.36412863313315,25.048751286690838,47.67950597957546,,44.36530868648715,28.36294857977915,,,,50.0,46.363163087413476,,
1985-10-25,34.15823665326778,22.837646790904742,45.478826515630814,,42.16310251197637,26.153370794559194,,,,50.0,49.264813163129226,,
1985-11-01,42.23047144140708,21.46420159916465,62.99674128364951,,56.914441666806404,27.546501216007762,,,,50.0,35.536769075896444,,
1985-11-08,43.26940443381291,19.080182069581213,67.4586267980446,,60.37376759919043,26.16504126843538,,,,50.0,44.76001372411845,,
1985-11-15,45.52107679888205,20.066910024776053,70.97524357298805,,63.519890734305704,27.522262863458387,,,,50.0,33.74255038033737,,
1985-11-22,47.845465244735564,21.09884288295131,74.59208760651981,,66.75818329058896,28.932747198882165,,,,36.85989798868511,44.23049924499033,,
1985-11-29,54.84436689176529,15.987028424086631,93.70170535944395,,82.32065442112176,27.36807936240882,,,,36.807244308172756,37.679938824988405,,
1985-12-06,49.441904981841134,22.428207212885912,76.45560275079636,,68.54347385919328,30.34033610448899,,,,36.82486576819826,23.86542602976857,,
1985-12-13,53.5387346390403,29.777765272120455,77.29970400596014,,70.34027720595515,36.737192072125445,,,,16.437095737491216,30.05910913500724,,
1985-12-20,44.59427232580468,38.64756888595476,50.5409757656546,,48.79922665382793,40.38931799778144,,,,2.4449997672275607,18.604408335724177,,
1985-12-27,40.718035901094396,38.267165739390265,43.16890606279853,,42.45106281224315,38.985008989945634,,,,4.333792888151889,18.432844205299638,,
1986-01-03,33.16987876570336,28.58403216123839,37.75572537016833,,29.927195534204877,36.41256199720184,,,,4.579423725775422,13.299172662754048,,
1986-01-10,30.65753810297999,13.555583634237614,47.75949257172237,,18.564630126588675,42.75044607937131,,,,50.0,27.668024833955606,,
1986-01-17,38.87226944063711,30.123898177495917,47.62064070377831,,32.68623679613245,45.05830208514177,,,,11.818977359082117,32.20120797442219,,
1986-01-24,49.33485983804559,43.29303962796279,55.376680048128385,,45.06264779678611,53.60707187930507,,,,18.16158531207146,40.824527950255906,,
1986-01-31,48.123209689254864,30.048572384537028,66.1978469939727,,35.342511083601536,60.903908294908184,,,,18.16158531207146,50.779644330214154,,
1986-02-07,57.15649305227533,37.88287515397914,76.43011095057152,,70.78499896615898,43.52798713839168,,,,37.595696896682014,28.176353833291113,,
1986-02-14,56.449800834377605,43.5854520516017,69.3141496171535,,65.54626909422736,47.353332574527855,,,,50.0,30.88210319477968,,
1986-02-21,61.33975087424687,46.20406869279308,76.47543305570065,,72.04229438263724,50.6372073658565,,,,50.0,26.918383255077615,,
1986-02-28,61.223899842005295,56.29393347064962,66.15386621336097,,64.70991249421253,57.737887189798066,,,,50.0,21.13586579969711,,
1986-03-07,42.708983159647666,32.27553617175221,53.142430147543124,,50.086544275938905,35.331422043356426,,,,50.0,19.086355639908405,,
1986-03-14,27.59568264531127,12.669741708160323,42.52162358246222,,17.041448593061943,38.1499166975606,,,,50.0,36.58266770373163,,
1986-03-21,33.54229801955105,11.643179434517645,55.44141660458445,,18.057282766065576,49.02731327303652,,,,50.0,51.42219055185687,,
1986-03-28,42.80596073526006,7.985081333792714,77.6268401367274,,18.18388078360353,67.42804068691659,,,,50.0,63.69395577761956,,
1986-04-04,54.74623939265101,3.974238619512043,100.0,,18.845013351555817,90.6474654337462,,,,50.0,83.73233689598543,,
1986-04-11,56.359506623761675,3.6822811037584913,100.0,,19.111083244474365,93.60793000304898,,,,50.0,85.78434546901251,,
1986-04-18,82.50381193832666,79.47026596791218,85.53735790874114,,80.35877101160546,84.64885286504786,,,,26.654163809257764,80.20376482140125,,
1986-04-25,67.11546795452225,49.56067119754776,84.67026471149673,,79.52858378373051,54.70235212531397,,,,50.0,83.63568493013074,,
1986-05-02,65.16523302957833,44.85238759193449,85.47807846722218,,79.52858378373051,50.80188227542614,,,,50.0,67.48905923988777,,
1986-05-09,76.36953054863446,71.90195461930301,80.8371064779659,,79.52858378373051,73.21047731353839,,,,50.0,43.96224469503368,,
1986-05-16,59.06175641658396,30.805160359383283,87.31835247378464,,39.081325731288295,79.04218710187962,,,,50.0,45.033625173098166,,
1986-05-23,52.97419672372547,14.26768153322962,91.68071191422132,,25.604557356425744,80.3438360910252,,,,50.0,24.41799741333109,,
1986-05-30,58.978436802486414,28.58151713972072,89.37535646525211,,37.484568781762086,80.47230482321073,,,,50.0,20.111605640329174,,
1986-06-06,53.458531801640255,28.02777029794747,78.88929330533304,,35.476267891641285,71.44079571163923,,,,50.0,22.193564724338355,,
1986-06-13,56.63211950358977,48.377609287448024,64.88662971973152,,50.79529935438231,62.46893965279723,,,,0.0035447425148167613,32.33187943890882,,
1986-06-20,50.14496433594964,49.991478308915774,50.2984503629835,,50.03643332541661,50.253495346482666,,,,0.0721410395257415,31.859640587168364,,
1986-06-27,36.7048926125665,31.799446916318676,41.610338308814335,,33.2362186960073,40.17356652912571,,,,0.3021480442031423,24.570630580456747,,
1986-07-04,35.75032411300288,30.476249018900813,41.02439920710495,,39.479658376529535,32.02098984947623,,,,0.28224791140611616,31.24429420915759,,
1986-07-11,44.78158138292727,17.168092622925144,72.3950701429294,,25.255896228511254,64.30726653734328,,,,1.0100505672712388,73.08101677850973,,
1986-07-18,59.473332803398606,21.131667146436037,97.81499846036118,,32.36168101537301,86.5849845914242,,,,1.3275160328609636,76.30188323001886,,
1986-07-25,61.942142577015396,18.719750149982467,100.0,,31.37929579275433,92.50498936127646,,,,1.4538632390835682,89.78352016123719,,
1986-08-01,70.45379941428307,39.91247274697203,100.0,,48.857820221393894,92.04977860717224,,,,1.6672365922095371,89.78352016123719,,
1986-08-08,68.47358055619249,67.0807465905965,69.86641452178847,,67.48869821405262,69.45846289833236,,,,2.113272716894205,79.27477365911885,,
1986-08-15,77.02030140200783,70.90837891606516,83.1322238879505,,81.34208323790443,72.69851956611123,,,,2.574296455380512,74.4173198043737,,
1986-08-22,79.3871192060478,76.62238255824455,82.15185585385105,,81.34208323790443,77.43215517419115,,,,3.27211061643959,63.39780447111859,,
1986-08-29,83.81254411910749,80.31878483559795,87.30630340261702,,81.34208323790443,86.28300500031052,,,,3.386875071335983,40.8563259273299,,
1986-09-05,78.29403998634487,75.52671193527914,81.0613680374106,,80.2508364170212,76.33724355566855,,,86.92248947968169,3.9838650103058613,72.01990846072485,,
1986-09-12,66.25815987173861,42.06389376008873,90.4524259833885,,49.15023023835909,83.36608950511813,,,51.83773694334993,4.023885796944027,87.57363148121138,,
1986-09-19,61.77086165597238,31.95198141126121,91.58974190068355,,40.68572922754753,82.85599408439722,,,59.555668261313514,4.463624934009344,74.22248724341624,,
1986-09-26,50.01290211874016,7.121516235340849,92.90428800213947,,19.684112306099554,80.34169193138077,,,53.08471633008438,4.713544004277007,70.36733848258822,,
1986-10-03,35.67328258033974,13.061181127416532,58.28538403326294,,19.684112306099554,51.66245285457992,,,41.50392554402194,5.1320815137131905,55.271151408902654,,
1986-10-10,55.27688985040771,4.941101124718564,100.0,,19.684112306099554,90.86966739471588,,,88.12007618193198,4.897435294853643,26.83404415993697,,
1986-10-17,55.129528513797766,6.452924865119684,100.0,,20.709971988687652,89.54908503890788,,,57.394438007792424,4.808344779648311,38.66737548827063,,
1986-10-24,63.68125947195567,37.80777846175353,89.55474048215781,,45.38594559674037,81.97657334717097,,,33.893284244143345,4.683001635258304,48.626497485315106,,
1986-10-31,63.266695020903725,53.45279251765336,73.08059752415409,,70.2061720308557,56.32721801095176,,,50.2794811623802,4.9691068176731505,40.84522739529242,,
1986-11-07,68.03213361433731,50.87852000442483,85.1857472242498,,80.16157011976028,55.902697108914346,,,29.99237801159228,6.743947851460607,66.18589232642738,,
1986-11-14,61.154401545342566,40.08598996722935,82.22281312345578,,76.05201824105559,46.25678484962955,,,32.106530354656925,6.276373041740342,54.45781020513467,,
1986-11-21,60.34673527657098,32.55118565687712,88.14228489626484,,80.00115689946368,40.69231365367829,,,74.58742760350086,7.26393905028285,55.978907766399146,,
1986-11-28,57.34130828317744,32.26482005296917,82.41779651338571,,75.07306315910236,39.60955340725253,,,75.72270634252236,7.991694984251936,65.33016489107959,,
1986-12-05,34.77484638211928,23.57437066941726,45.975322094821294,,26.854914053152456,42.69477871108611,,,59.712434432008834,2.0611536181902038e-07,35.554019394596516,,
1986-12-12,44.88223535411625,25.53731380960273,64.22715689862977,,31.203310148468994,58.56116055976349,,,41.2122882353688,2.0611536181902038e-07,33.58960243747674,,
1986-12-19,46.06293658184319,20.25389395827621,71.87197920541017,,27.813187526786333,64.31268563690004,,,33.80642529459448,2.0611536181902038e-07,35.89017424958138,,
1986-12-26,53.928208603778046,17.2381509279357,90.6182662796204,,27.98442001906438,79.8719971884917,,,42.55072431594436,2.0611536181902038e-07,14.934063308787202,,
1987-01-02,54.031320341147385,11.180238515498857,96.88240216679591,,23.731029801051687,84.33161088124308,,,41.33265886185073,2.0611536181902038e-07,7.805163945438026,,
1987-01-09,67.30038143972548,54.965848877231096,79.63491400221987,,58.57854982201942,76.02221305743154,,,79.66392098452756,2.0611536181902038e-07,22.025944249572706,,
1987-01-16,75.41767301737315,69.86091158333444,80.97443445141185,,79.34689670881781,71.4884493259285,,,30.166736209681073,2.0611536181902038e-07,45.9630592912211,,
1987-01-23,84.75071114468597,76.20341138273253,93.2980109066394,,78.70685752217452,90.7945647671974,,,68.18673055278495,2.0611536181902038e-07,78.23616903511048,,
1987-01-30,86.13097961222452,75.63168546376211,96.63027376068693,,78.70685752217452,93.55510170227453,,,82.00827147805163,2.0611536181902038e-07,86.1515655383485,,
1987-02-06,85.55503344658094,74.91443553416795,96.19563135899392,,78.03099450683429,93.07907238632758,,,41.91837167728089,2.0611536181902038e-07,89.946022153893,,
1987-02-13,64.28220289429294,40.6399259168668,87.92447987171907,,47.56458852086432,80.99981726772154,,,52.71592312890772,2.0611536181902038e-07,89.20660613524038,,
1987-02-20,52.623448695454755,51.47284423852203,53.77405315238748,,51.80984848149416,53.43704890941535,,,70.77122174216449,2.0611536181902038e-07,87.82039739781354,,
1987-02-27,41.35892181712373,33.84187183881646,48.875971795431,,46.67427883130299,36.04356480294447,,,41.43078783596823,2.0611536181902038e-07,78.17897522605928,,
1987-03-06,34.3483122406384,16.77667657153285,51.919947909743954,,21.923289502474447,46.77333497880235,,,30.42222385746886,2.0611536181902038e-07,72.00692885085493,,
1987-03-13,40.09335275501471,14.397002874095275,65.78970263593415,,21.923289502474447,58.26341600755498,,,60.26118819015864,2.0611536181902038e-07,54.16527853139558,,
1987-03-20,44.80058570530944,12.766694971215983,76.83447643940289,,22.14920433944305,67.45196707117583,,,36.08576564369837,2.0611536181902038e-07,38.941669284761026,,
1987-03-27,50.60758332786389,12.598396820399635,88.61676983532814,,23.731029801051687,77.4841368546761,,,46.56048305533111,2.0611536181902038e-07,27.371292403428786,,
1987-04-03,65.66103530450839,43.29639359596238,88.0256770130544,,49.84684549358801,81.47522511542877,,,40.97045312624851,2.0611536181902038e-07,18.983073674455966,,
1987-04-10,60.8384651849229,56.075819400878224,65.60111096896757,,57.47076605463539,64.20616431521042,,,62.03195521611609,2.0611536181902038e-07,28.62613367939281,,
1987-04-17,51.811668936082654,39.52192142014625,64.10141645201905,,60.50183274367181,43.121505128493496,,,57.653060417525545,2.0611536181902038e-07,34.17680629695999,,
1987-04-24,54.78745913424653,33.696483251066184,75.87843501742688,,69.7010312030853,39.87388706540778,,,77.34426077720501,2.0611536181902038e-07,34.52151717001968,,
1987-05-01,57.493755243090106,47.82629876444395,67.16121172173627,,64.32967927596663,50.65783121021358,,,29.904556679365296,2.0611536181902038e-07,47.613896827720865,,
1987-05-08,53.79377671350974,38.288902010152725,69.29865141686676,,64.75737875770125,42.83017466931823,,,82.48945360043439,2.0611536181902038e-07,48.443704324982505,,
1987-05-15,47.820765663941344,29.710019445753776,65.93151188212892,,60.62699712717039,35.01453420071229,,,38.698096264898815,2.0611536181902038e-07,43.32973085854529,,
1987-05-22,38.97559327238387,25.04791998640991,52.90326655835783,,48.82394549904678,29.127241045720957,,,40.28227427776951,2.0611536181902038e-07,53.05793439159338,,
1987-05-29,25.85658089348061,25.527704380143312,26.18545740681791,,25.624030080726822,26.089131706234404,,,41.75475484366898,2.0611536181902038e-07,41.559202425908616,,
1987-06-05,41.04852266715777,37.8037852565358,44.29326007777974,,38.75414684093729,43.34289849337824,,,41.62463765942214,23.88526889967282,22.351600971918746,,
1987-06-12,48.28713440828065,31.81777605225255,64.75649276430875,,36.64153943294185,59.932729383619446,,,69.16139255256975,42.38167515123276,29.472065930657788,,
1987-06-19,54.91149950696467,50.93458228564687,58.888416728282465,,52.09939437155329,57.723604642376046,,,29.79300295630501,45.92857597046331,26.414287424970567,,
1987-06-26,43.74239034762225,37.3401965095134,50.1445841857311,,48.26942502501975,39.21535567022475,,,37.9036477442668,45.690383589323766,18.278854086937702,,
1987-07-03,40.67500453886644,26.405192498952054,54.944816578780824,,50.76528539854734,30.584723679185533,,,73.61696626251816,52.38261351276648,16.25087394716761,,
1987-07-10,36.75723928980652,29.971358042749554,43.54312053686349,,41.55558193592713,31.958896643685915,,,30.849827812368297,50.26796120024628,18.648376789951804,,
1987-07-17,35.699798274187366,21.872569023900713,49.52702752447402,,45.47712584208604,25.922470706288692,,,51.946042651765154,49.154415969898324,24.140806784451705,,
1987-07-24,35.16388707725369,18.11325091943325,52.21452323507413,,47.220507527993064,23.107266626514313,,,49.819007963209096,49.61556975293482,26.21808630557476,,
1987-07-31,41.67744182912853,13.166046143300587,70.18883751495648,,61.83804305967035,21.516840598586715,,,76.35683557848381,40.77386105849651,25.841196033161612,,
1987-08-07,52.073585387029226,14.582929621252745,89.5642411528057,,78.58348231014031,25.563688463918137,,,29.787848342162498,46.44668673497263,35.43601345295436,,
1987-08-14,51.44779975046581,22.7578974232269,80.13770207770472,,71.73462423763615,31.160975263295466,,,48.906905216169235,46.94588127827701,32.59913551575823,,
1987-08-21,54.77927369599719,20.629647495114114,88.92889989688027,,78.9267059576274,30.63184143436697,,,54.567267441216906,43.470262067465306,29.928743656968383,,
1987-08-28,54.77317615197826,20.850662000646544,88.69569030330999,,78.76001594328154,30.786336360674987,,,87.22391880843297,46.483518935070435,33.63191898521038,,
1987-09-04,38.45056972211932,28.076066689443195,48.82507275479544,,45.78645116796501,31.11468827627363,,,44.71206777069431,50.79878441697557,36.19595513411025,,
